Time,Force_Foot1,Force_Foot2
0,283,0
10,540,0
20,965,0
30,1488,0
40,1303,0
50,2213,0
60,2513,0
70,3187,0
80,3178,0
90,2324,0
100,3063,0
110,2586,0
120,1689,0
130,1378,0
140,914,0
150,540,0
160,311,0
170,0,0
180,0,0
190,0,0
200,0,0
210,0,277
220,0,559
230,0,586
240,0,1028
250,0,1898
260,0,2070
270,0,2288
280,0,3413
290,0,2809
300,0,2237
310,0,1180
320,0,1170
330,0,556
340,0,0
350,0,0
360,0,0
370,0,0
380,0,0
390,0,0
400,223,0
410,528,0
420,677,0
430,1335,0
440,2117,0
450,2471,0
460,2935,0
470,3210,0
480,2584,0
490,2540,0
500,2334,0
510,1873,0
520,1126,0
530,673,0
540,422,0
550,0,0
560,0,0
570,0,0
580,0,0
590,0,0
600,0,304
610,0,449
620,0,964
630,0,1443
640,0,1725
650,0,2139
660,0,3203
670,0,2561
680,0,2858
690,0,2362
700,0,1991
710,0,1051
720,0,684
730,0,443
740,0,0
750,0,0
760,0,0
770,0,0
780,188,0
790,518,0
800,621,0
810,893,0
820,1290,0
830,1777,0
840,2149,0
850,2878,0
860,2146,0
870,2263,0
880,2139,0
890,2002,0
900,1841,0
910,1727,0
920,833,0
930,828,0
940,365,0
950,0,0
960,0,0
970,0,0
980,0,0
990,0,198
1000,0,447
1010,0,704
1020,0,985
1030,0,1588
1040,0,1962
1050,0,2308
1060,0,1967
1070,0,2399
1080,0,2841
1090,0,2612
1100,0,2630
1110,0,2326
1120,0,1072
1130,0,1212
1140,0,720
1150,0,491
1160,0,0
1170,0,0
1180,0,0
1190,0,0
1200,0,0
1210,0,0
1220,0,0
1230,254,0
1240,635,0
1250,1011,0
1260,1613,0
1270,2203,0
1280,2870,0
1290,3111,0
1300,3125,0
1310,2059,0
1320,1967,0
1330,1126,0
1340,741,0
1350,474,0
1360,0,0
1370,0,0
1380,0,0
1390,0,0
1400,0,311
1410,0,401
1420,0,924
1430,0,1358
1440,0,2351
1450,0,2948
1460,0,2767
1470,0,3461
1480,0,2129
1490,0,2228
1500,0,1272
1510,0,1242
1520,0,714
1530,0,0
1540,0,0
1550,0,0
1560,0,0
1570,0,0
1580,0,0
1590,246,0
1600,595,0
1610,1102,0
1620,1602,0
1630,2307,0
1640,1749,0
1650,2094,0
1660,3314,0
1670,2726,0
1680,1870,0
1690,1919,0
1700,1121,0
1710,659,0
1720,482,0
1730,0,0
1740,0,0
1750,0,0
1760,0,0
1770,0,0
1780,0,0
1790,0,0
1800,0,245
1810,0,399
1820,0,577
1830,0,1034
1840,0,1314
1850,0,1735
1860,0,2197
1870,0,2341
1880,0,2818
1890,0,2508
1900,0,2052
1910,0,2500
1920,0,1438
1930,0,1716
1940,0,856
1950,0,761
1960,0,445
1970,0,0
1980,0,0
1990,0,0
2000,0,0
2010,309,0
2020,337,0
2030,834,0
2040,774,0
2050,1066,0
2060,1685,0
2070,1971,0
2080,1902,0
2090,3250,0
2100,2288,0
2110,2296,0
2120,1818,0
2130,1951,0
2140,1691,0
2150,801,0
2160,756,0
2170,366,0
2180,0,0
2190,0,0
2200,0,0
2210,0,0
2220,0,0
2230,0,322
2240,0,626
2250,0,719
2260,0,1145
2270,0,1328
2280,0,2342
2290,0,2794
2300,0,3332
2310,0,2233
2320,0,2272
2330,0,2334
2340,0,1672
2350,0,1906
2360,0,912
2370,0,815
2380,0,637
2390,0,0
2400,0,0
2410,0,0
2420,0,0
2430,0,0
2440,0,0
2450,0,0
2460,358,0
2470,527,0
2480,882,0
2490,1638,0
2500,1568,0
2510,1770,0
2520,3043,0
2530,3412,0
2540,3167,0
2550,2126,0
2560,1517,0
2570,1740,0
2580,897,0
2590,721,0
2600,0,0
2610,0,0
2620,0,0
2630,0,0
2640,0,0
2650,0,0
2660,0,0
2670,0,318
2680,0,370
2690,0,818
2700,0,794
2710,0,1425
2720,0,2100
2730,0,2367
2740,0,3132
2750,0,2739
2760,0,2120
2770,0,2808
2780,0,2693
2790,0,1792
2800,0,1034
2810,0,1052
2820,0,746
2830,0,348
2840,0,0
2850,0,0
2860,0,0
2870,0,0
2880,0,0
2890,0,0
2900,390,0
2910,683,0
2920,1357,0
2930,1783,0
2940,2760,0
2950,2188,0
2960,2891,0
2970,2232,0
2980,2456,0
2990,2020,0
3000,1049,0
3010,813,0
3020,419,0
3030,0,0
3040,0,0
3050,0,0
3060,0,0
3070,0,0
3080,0,404
3090,0,663
